Name,Description,"Library Ref","Footprint Ref",Manufacturer,"Manufacturer Part Number",Value,"Supplier 1","Supplier Part Number 1"
PIEZO_BUZZER_EXT,"Piezoelectric buzzer (soldered wire)",PIEZO_BUZZER,TWO_WIRE_HOLE_M0.9D3P,,,,,
