Name,Description,"Library Ref","Footprint Ref",Manufacturer,"Manufacturer Part Number",Value,"Supplier 1","Supplier Part Number 1"
FIDUCIAL_DOT_IPC_MIN,"IPC Compliant Fiducial Dot (1mm/2mm)",FIDUCIAL-DOT,FIDUCIAL_DOT_M1D2O,,,,,
